Date	Name	Email	Mobile	MovieID	Day	Hour	"STA Qty"	"STP Qty"	"STC Qty"	"FCA Qty"	"FCP Qty"	"FCC Qty"	Total
"05:01pm 13/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	2	7	7	4	5	6	$539.00
"05:10pm 13/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	2	7	7	4	5	6	$539.00
"05:22pm 13/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	2	7	7	4	5	6	$539.00
"05:23pm 13/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	2	7	7	4	5	6	$539.00
"05:24pm 13/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	2	7	7	4	5	6	$539.00
"09:13am 14/02/2020"	Abe	e@mail.com	0412345678	ANM	Thursday	9pm	1	0	0	0	0	0	$20.50
"10:50am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"10:52am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"10:52am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"10:53am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"10:53am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"10:53am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"10:54am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"10:56am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"10:56am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"10:56am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"10:57am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"10:59am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:01am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:01am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:02am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:02am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:02am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:02am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:02am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:03am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:04am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:05am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:05am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:07am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:07am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:09am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:14am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:15am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:15am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:15am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:16am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:17am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:17am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:18am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:19am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:19am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:19am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:20am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:20am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:21am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:23am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:24am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:24am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:25am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:25am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:26am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:27am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:29am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:35am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:35am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:36am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:36am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:36am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:37am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:37am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:37am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:38am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:40am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:42am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:42am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:43am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:43am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:46am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:47am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:47am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:48am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:48am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:52am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:52am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:54am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:54am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:54am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:55am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:55am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:56am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:57am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:58am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:59am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:59am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:59am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:59am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:59am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"11:59am 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:00pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:00pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:00pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:00pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:00pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:00pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:00pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:00pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:01pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:01pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:01pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:01pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:01pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:01pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:01pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:02pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:02pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:02pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:02pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:02pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:02pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:05pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:08pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:08pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:08pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:09pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:09pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:09pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:09pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:10pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:12pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:14pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:14pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:15pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:15pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:17pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:18pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
"12:18pm 14/02/2020"	"John Smith"	example@mail.com	0412345687	ACT	Monday	12pm	1	2	3	4	5	6	$415.00
